Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,6,4,4,1,1,3,6,50.0,3,6,1,5,8,14,9,0,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,8,6,8,0,0,6,6,100.0,0,4,0,4,4,12,9,0,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,15,7,6,5,4,8,24,33.3,16,9,1,8,3,18,7,0,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,2,1,1,1,0,1,5,20.0,4,2,2,0,4,6,2,0,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,4,2,0,3,1,4,6,66.7,2,2,1,1,6,10,0,0,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,33,15,13,18,2,20,32,62.5,12,10,4,6,16,49,17,0,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,4,2,0,3,1,1,11,9.1,10,11,1,10,2,6,33,0,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,39,23,9,23,7,19,50,38.0,31,26,5,21,18,57,13,0,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,11,6,3,8,0,8,11,72.7,3,2,1,1,1,12,1,0,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,21,10,8,11,2,9,24,37.5,15,11,0,11,4,25,3,0,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,13,7,3,8,2,6,17,35.3,11,14,6,8,7,20,15,0,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,24,12,17,7,0,10,19,52.6,9,12,1,11,7,31,8,0,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,6,2,6,0,0,3,5,60.0,2,5,4,1,4,10,18,0,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,10,6,7,3,0,6,9,66.7,3,12,6,6,9,19,34,1,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,5,2,0,2,3,1,6,16.7,5,5,2,3,1,6,6,0,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,5,4,2,3,0,2,2,100.0,0,4,1,3,2,7,2,0,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,14,12,11,3,0,9,12,75.0,3,17,10,7,17,31,53,0,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,2,1,2,0,0,0,2,0.0,2,1,0,1,3,5,1,0,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,1,1,0,0,1,0,2,0.0,2,1,0,1,0,1,0,0,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,45,22,28,13,4,21,42,50.0,21,17,5,12,13,58,25,0,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,63,39,28,33,2,36,60,60.0,24,26,10,16,27,90,52,1,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,71,46,45,16,10,41,70,58.6,29,24,6,18,33,104,67,1,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,17,9,4,10,3,8,25,32.0,17,23,4,19,7,24,11,0,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,23,13,9,11,3,7,24,29.2,17,16,4,12,7,30,10,0,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,20,12,7,9,4,10,12,83.3,2,7,1,6,12,32,10,0,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,17,9,7,9,1,6,20,30.0,14,11,7,4,15,32,30,0,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,13,4,5,7,1,5,7,71.4,2,15,12,3,13,26,48,0,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,14,10,10,3,1,8,17,47.1,9,18,7,11,10,24,54,0,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,37,25,20,17,0,21,32,65.6,11,26,18,8,32,69,59,2,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,41,26,24,10,7,18,31,58.1,13,19,11,8,34,75,68,0,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,,0,,,,,,,,,,,0,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,41,19,24,17,0,20,44,45.5,24,36,9,27,21,62,29,1,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,44,26,17,21,6,22,45,48.9,23,18,7,11,24,68,27,0,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,29,20,22,7,0,23,36,63.9,13,38,25,13,29,58,113,1,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,8,6,6,2,0,4,11,36.4,7,6,5,1,8,16,63,0,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,0,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,42,23,14,17,11,16,33,48.5,17,39,0,39,15,57,16,0,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,22,12,11,11,0,13,21,61.9,8,26,21,5,22,44,93,1,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,14,7,6,7,1,2,16,12.5,14,13,2,11,7,21,12,0,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,25,14,15,7,3,15,26,57.7,11,8,2,6,10,35,28,0,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,,1,,,,,,,,,,,0,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,25,12,9,12,4,15,23,65.2,8,19,11,8,22,47,48,1,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,7,3,5,1,1,2,6,33.3,4,5,2,3,1,8,3,0,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,38,21,22,13,3,17,35,48.6,18,23,5,18,34,72,38,0,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,34,20,22,11,1,21,39,53.8,18,36,27,9,52,86,150,0,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,12,9,4,5,3,7,10,70.0,3,9,1,8,1,13,2,0,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,43,30,21,18,4,24,55,43.6,31,17,1,16,23,66,28,1,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,26,12,10,10,6,11,26,42.3,15,14,1,13,7,33,6,1,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,16,6,3,9,4,7,17,41.2,10,12,1,11,4,20,5,0,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,57,37,36,18,3,31,50,62.0,19,33,14,19,44,101,60,0,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,5,4,3,1,1,4,6,66.7,2,2,2,0,5,10,14,0,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,5,2,2,2,1,1,11,9.1,10,6,0,6,6,11,7,0,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,8,7,3,2,3,1,13,7.7,12,9,2,7,13,21,5,0,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,8,5,3,4,1,3,8,37.5,5,3,0,3,3,11,2,0,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,6,3,2,1,3,1,1,100.0,0,6,0,6,1,7,3,0,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,42,26,16,19,7,15,25,60.0,10,27,11,16,14,56,22,0,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,7,5,2,2,3,2,11,18.2,9,6,0,6,4,11,3,0,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,30,15,8,13,9,5,18,27.8,13,16,4,12,10,40,11,0,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,10,3,6,4,0,6,11,54.5,5,8,5,3,7,17,10,0,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,2,2,0,1,1,1,4,25.0,3,4,0,4,0,2,4,0,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,5,0,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,13,6,6,6,1,7,8,87.5,1,9,5,4,5,18,41,0,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,25,16,6,11,8,10,24,41.7,14,10,2,8,17,42,5,0,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,53,38,29,18,6,30,45,66.7,15,25,8,17,26,79,43,0,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,4,3,3,0,1,3,4,75.0,1,2,0,2,2,6,3,0,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,19,8,5,9,5,6,23,26.1,17,10,1,9,16,35,10,0,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,12,3,8,3,1,8,26,30.8,18,9,3,6,11,23,10,1,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,34,20,14,14,6,14,31,45.2,17,20,4,16,30,64,27,0,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,3,3,1,1,1,3,4,75.0,1,4,1,3,3,6,13,0,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,8,5,5,3,0,4,14,28.6,10,11,9,2,11,19,27,0,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,1,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,8,6,4,3,1,6,9,66.7,3,2,2,0,6,14,17,0,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,19,9,16,3,0,11,23,47.8,12,13,11,2,28,47,72,0,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,7,3,5,1,1,6,8,75.0,2,7,5,2,6,13,15,0,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,29,19,21,8,0,15,26,57.7,11,21,8,13,18,47,31,0,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,22,9,8,6,8,9,17,52.9,8,16,0,16,4,26,6,0,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,7,3,6,1,0,2,8,25.0,6,7,7,0,15,22,50,0,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,21,16,11,9,1,10,16,62.5,6,7,1,6,12,33,12,0,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,30,21,26,4,0,21,30,70.0,9,28,18,10,30,60,79,0,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,11,8,7,4,0,7,10,70.0,3,27,17,10,23,34,115,0,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,9,4,5,2,2,7,10,70.0,3,6,2,4,8,17,11,0,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,10,8,5,3,2,3,7,42.9,4,6,4,2,15,25,22,0,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,18,15,16,2,0,11,18,61.1,7,17,9,8,13,31,67,0,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,6,4,6,0,0,2,5,40.0,3,21,18,3,22,28,89,0,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,13,7,7,6,0,10,27,37.0,17,9,0,9,4,17,7,0,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,8,8,5,3,0,6,7,85.7,1,3,1,2,6,14,18,0,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,16,12,4,5,7,10,40,25.0,30,15,2,13,10,26,19,0,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,26,16,19,7,0,11,11,100.0,0,23,17,6,23,49,74,0,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,2,1,1,1,0,0,1,0.0,1,2,1,1,1,3,1,0,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,26,19,17,8,1,13,21,61.9,8,9,4,5,31,57,33,0,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,5,4,1,2,2,1,4,25.0,3,4,1,3,2,7,0,0,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,4,0,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,15,9,5,6,4,6,20,30.0,14,9,2,7,2,17,2,0,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,4,2,0,3,1,1,2,50.0,1,5,2,3,6,10,0,0,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,2,1,1,0,1,1,1,100.0,0,0,0,0,1,3,0,0,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,14,4,4,5,5,7,13,53.8,6,4,1,3,4,18,11,1,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,40,23,21,19,0,21,50,42.0,29,29,5,24,43,83,27,0,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,10,2,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,20,6,4,14,2,9,24,37.5,15,11,0,11,10,30,5,0,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,16,11,6,9,1,9,24,37.5,15,6,0,6,7,23,4,0,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,7,4,3,1,3,1,7,14.3,6,7,1,6,1,8,6,0,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,36,25,27,9,0,20,30,66.7,10,22,15,7,32,68,112,1,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,42,27,27,11,4,21,36,58.3,15,15,6,9,22,64,43,0,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,31,19,22,6,3,16,28,57.1,12,10,1,9,12,43,20,0,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,15,7,9,6,0,11,20,55.0,9,7,2,5,9,24,15,0,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,21,12,5,13,3,6,14,42.9,8,10,1,9,11,32,12,0,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,3,3,1,2,0,1,3,33.3,2,0,0,0,0,3,0,0,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,15,9,2,9,4,2,7,28.6,5,6,0,6,0,15,2,0,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,11,6,4,4,3,5,13,38.5,8,6,0,6,1,12,1,0,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,1,1,1,0,0,1,1,100.0,0,3,0,3,1,2,0,0,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,4,1,0,3,1,1,4,25.0,3,5,3,2,4,8,1,0,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,34,19,13,16,5,14,39,35.9,25,18,3,15,26,60,12,0,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,13,11,6,6,1,8,22,36.4,14,7,1,6,9,22,11,0,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,10,3,3,5,2,4,13,30.8,9,8,3,5,4,14,24,0,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,2,1,1,1,0,0,6,0.0,6,2,0,2,1,3,4,0,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,28,21,20,6,2,12,20,60.0,8,27,17,10,31,59,93,0,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,10,5,8,2,0,6,8,75.0,2,5,2,3,9,19,29,0,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,23,14,4,14,5,13,28,46.4,15,16,3,13,12,35,9,0,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,27,14,12,13,2,14,20,70.0,6,10,2,8,8,35,18,0,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,6,2,1,2,3,1,1,100.0,0,2,1,1,2,8,1,0,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,12,6,7,5,0,7,12,58.3,5,6,3,3,4,16,26,0,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,7,4,1,3,3,3,16,18.8,13,3,0,3,2,9,3,0,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,31,15,16,13,2,11,37,29.7,26,17,6,11,20,51,14,0,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,11,7,9,2,0,5,13,38.5,8,11,0,11,2,13,6,0,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,22,11,12,9,1,17,25,68.0,8,36,25,11,27,49,97,1,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,21,14,11,10,0,13,30,43.3,17,8,0,8,8,29,16,0,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,34,19,16,17,1,14,32,43.8,18,22,3,19,12,46,13,1,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,33,21,24,9,0,13,26,50.0,13,30,19,11,48,81,77,0,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,2,1,1,1,0,1,2,50.0,1,3,0,3,0,2,0,0,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,31,17,17,11,3,17,44,38.6,27,19,4,15,17,48,14,1,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,12,10,2,6,4,1,4,25.0,3,9,2,7,11,23,27,0,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,27,18,17,10,0,12,18,66.7,6,18,14,4,34,61,105,2,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,3,2,2,0,1,1,3,33.3,2,1,0,1,2,5,5,0,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,7,3,1,5,1,3,5,60.0,2,3,0,3,4,11,2,0,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,,33,,,,,,,,,,,28,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,13,9,4,7,2,4,15,26.7,11,9,2,7,15,28,11,0,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,2,0,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,43,22,26,13,4,13,22,59.1,9,25,3,22,36,79,46,0,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,,2,,,,,,,,,,,3,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,,0,,,,,,,,,,,0,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,64,36,31,18,15,28,57,49.1,29,31,2,29,13,77,14,0,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,12,3,2,8,2,6,24,25.0,18,10,0,10,6,18,4,0,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,13,6,7,6,0,7,12,58.3,5,14,6,8,12,25,34,0,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,20,13,8,12,0,12,40,30.0,28,15,2,13,10,30,16,0,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,14,7,5,8,1,11,31,35.5,20,19,4,15,17,31,12,1,Matches,9f12fbb7
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,1,1,0,1,0,1,4,25.0,3,7,4,3,8,9,53,0,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,3,1,0,2,1,1,2,50.0,1,2,0,2,0,3,1,0,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,2,0,1,1,0,0,0,,0,2,2,0,0,2,4,0,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,30,19,16,6,8,16,30,53.3,14,15,3,12,11,41,25,1,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,1,0,0,0,1,0,3,0.0,3,1,1,0,0,1,3,0,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,10,5,4,5,1,4,9,44.4,5,5,2,3,7,17,7,0,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,3,2,3,0,0,2,3,66.7,1,0,0,0,2,5,15,1,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,2,2,2,0,0,2,3,66.7,1,2,1,1,2,4,0,0,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,12,7,4,3,5,9,20,45.0,11,13,0,13,3,15,2,0,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,11,6,5,5,1,5,25,20.0,20,9,0,9,8,19,7,0,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,21,13,11,8,2,13,24,54.2,11,18,2,16,27,48,51,1,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,4,3,2,1,1,1,1,100.0,0,0,0,0,3,7,2,0,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,6,3,1,3,2,3,9,33.3,6,3,1,2,3,9,11,0,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,2,0,1,1,0,1,1,100.0,0,3,3,0,1,3,9,0,Matches,31d1ed52
