Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_total,Att_total,Cmp%_total,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,393,504,78.0,6223,1414,184,215,85.6,176,207,85.0,19,47,40.4,0,0.2,0.3,-0.2,7,28,7,2,46,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,601,690,87.1,12343,3715,171,188,91.0,353,381,92.7,72,108,66.7,0,0.0,0.1,0.0,0,23,0,0,27,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,251,370,67.8,4475,1688,113,142,79.6,93,125,74.4,36,79,45.6,1,0.8,0.9,+0.2,19,27,3,0,40,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,450,535,84.1,9240,2344,139,159,87.4,242,260,93.1,65,105,61.9,1,1.2,1.7,-0.2,13,78,9,3,68,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,313,353,88.7,5520,1362,138,149,92.6,134,144,93.1,29,38,76.3,0,0.4,0.5,-0.4,9,34,4,0,52,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,437,562,77.8,11076,6974,78,78,100.0,243,245,99.2,114,236,48.3,0,0.0,0.0,0.0,1,2,0,0,0,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,338,452,74.8,5345,1259,181,202,89.6,122,161,75.8,27,47,57.4,0,2.3,2.1,-2.3,28,26,17,7,45,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,164,212,77.4,2639,521,74,86,86.0,64,72,88.9,16,32,50.0,0,0.6,0.9,-0.6,7,11,5,1,22,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,1110,1302,85.3,16518,6183,628,668,94.0,405,467,86.7,44,97,45.4,0,0.6,1.1,-0.6,8,84,9,4,95,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,5,11,45.5,68,15,4,6,66.7,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,,,,,,,,,,,,,,,0,,,,,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,10,12,83.3,100,15,7,7,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,1,0,1,0,1,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,208,292,71.2,2974,784,128,161,79.5,47,66,71.2,17,26,65.4,1,1.0,0.6,0.0,12,22,6,4,20,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,708,921,76.9,13200,5456,277,325,85.2,344,410,83.9,77,137,56.2,2,1.9,2.0,+0.1,25,52,29,10,66,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,1,1,100.0,4,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,354,532,66.5,6222,3308,179,210,85.2,123,177,69.5,43,111,38.7,0,0.9,1.1,-0.9,10,29,11,9,38,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,212,261,81.2,4161,1214,77,90,85.6,100,115,87.0,33,44,75.0,0,0.0,0.2,0.0,1,27,2,0,29,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,707,943,75.0,11470,4813,357,399,89.5,286,372,76.9,46,113,40.7,2,0.7,0.8,+1.3,15,58,10,4,77,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,339,422,80.3,4852,1155,199,225,88.4,108,134,80.6,17,27,63.0,1,1.7,2.3,-0.7,20,39,11,0,55,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,405,507,79.9,6499,2002,208,252,82.5,164,188,87.2,24,42,57.1,0,0.2,0.2,-0.2,4,58,0,0,53,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,76,104,73.1,1186,318,35,45,77.8,29,37,78.4,5,10,50.0,0,0.5,0.1,-0.5,5,4,3,1,11,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,29,38,76.3,422,117,15,18,83.3,9,12,75.0,3,5,60.0,0,0.0,0.1,0.0,1,3,2,0,6,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,59,78,75.6,956,212,29,35,82.9,20,25,80.0,6,11,54.5,0,0.2,0.1,-0.2,4,3,2,1,8,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,311,461,67.5,6748,3300,90,110,81.8,153,207,73.9,65,120,54.2,1,1.4,1.2,-0.4,19,28,10,6,27,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,971,1441,67.4,21284,6797,355,429,82.8,340,472,72.0,247,455,54.3,13,12.0,10.1,+1.0,116,107,53,23,158,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,907,1240,73.1,26308,17594,144,145,99.3,427,436,97.9,331,647,51.2,0,0.2,0.1,-0.2,3,28,0,0,1,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,537,673,79.8,9165,2755,285,305,93.4,177,228,77.6,64,107,59.8,0,2.7,2.8,-2.7,31,51,26,11,76,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,140,175,80.0,2460,742,67,79,84.8,54,67,80.6,16,19,84.2,0,0.1,0.1,-0.1,7,16,0,0,16,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,94,108,87.0,2006,743,29,31,93.5,44,47,93.6,20,28,71.4,0,0.0,0.0,0.0,0,4,1,0,7,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,58,72,80.6,1158,478,23,24,95.8,25,33,75.8,9,13,69.2,0,0.0,0.0,0.0,0,5,2,0,8,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,48,60,80.0,803,151,19,23,82.6,24,28,85.7,3,6,50.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,1150,1583,72.6,19777,8543,546,651,83.9,453,591,76.6,117,245,47.8,2,6.5,5.5,-4.5,61,106,49,26,132,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,1162,1387,83.8,19574,4573,543,614,88.4,509,576,88.4,88,125,70.4,1,0.9,1.2,+0.1,18,93,8,2,117,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,186,226,82.3,3760,1345,64,71,90.1,96,115,83.5,24,35,68.6,0,0.0,0.0,0.0,1,15,0,0,18,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,343,465,73.8,5017,1809,211,238,88.7,110,145,75.9,16,56,28.6,1,0.3,0.5,+0.7,6,19,9,7,21,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,94,109,86.2,1970,813,27,29,93.1,55,60,91.7,12,19,63.2,0,0.2,0.0,-0.2,1,2,0,0,4,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,19,30,63.3,310,64,10,12,83.3,7,14,50.0,2,2,100.0,0,0.0,0.0,0.0,1,0,1,1,2,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,359,425,84.5,6193,1777,174,195,89.2,144,163,88.3,33,45,73.3,0,0.3,0.4,-0.3,5,23,5,1,44,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,35,42,83.3,731,186,8,10,80.0,23,25,92.0,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,1022,1133,90.2,18731,6836,374,406,92.1,567,601,94.3,68,100,68.0,0,0.7,0.2,-0.7,3,62,2,0,57,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,227,294,77.2,4864,1499,65,81,80.2,119,135,88.1,41,71,57.7,0,0.0,0.0,0.0,0,8,1,0,9,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,121,192,63.0,2286,1010,59,77,76.6,36,51,70.6,21,49,42.9,2,2.5,1.9,-0.5,16,17,12,4,35,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,16,20,80.0,410,288,5,5,100.0,5,5,100.0,6,10,60.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,7,14,50.0,98,43,4,7,57.1,3,6,50.0,0,1,0.0,0,0.0,0.1,0.0,0,2,0,0,3,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,375,498,75.3,5422,1463,228,265,86.0,116,158,73.4,17,35,48.6,5,5.5,5.7,-0.5,33,23,26,3,58,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,234,343,68.2,3325,713,146,195,74.9,54,82,65.9,17,25,68.0,2,1.1,0.5,+0.9,9,17,3,1,28,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,453,560,80.9,7866,2184,200,232,86.2,189,216,87.5,48,82,58.5,0,0.5,0.6,-0.5,8,50,8,1,72,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,164,234,70.1,2600,597,94,112,83.9,57,77,74.0,11,27,40.7,1,1.7,2.2,-0.7,18,7,12,6,20,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,164,229,71.6,3384,1333,52,63,82.5,87,107,81.3,23,54,42.6,0,0.0,0.2,0.0,0,13,2,1,14,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,266,339,78.5,6072,4283,61,61,100.0,122,125,97.6,63,131,48.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,572,730,78.4,8819,3210,317,361,87.8,212,266,79.7,32,59,54.2,2,3.1,2.6,-1.1,20,38,18,6,61,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,,,,,,,,,,,,,,,1,,,,,,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,868,1316,66.0,30835,23020,93,94,98.9,341,344,99.1,423,863,49.0,0,0.0,0.1,0.0,2,47,3,0,0,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,17,23,73.9,374,80,6,10,60.0,8,8,100.0,3,5,60.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,369,421,87.6,5867,1523,189,210,90.0,137,147,93.2,28,41,68.3,1,1.8,2.0,-0.8,15,40,22,1,65,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,969,1104,87.8,16863,4252,446,472,94.5,406,443,91.6,95,140,67.9,0,0.6,0.7,-0.6,12,110,6,0,108,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,550,773,71.2,9876,2672,267,312,85.6,181,238,76.1,83,168,49.4,4,4.4,3.9,-0.4,39,63,23,6,78,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,19,20,95.0,270,14,10,11,90.9,7,7,100.0,1,1,100.0,0,0.0,0.1,0.0,1,0,1,1,0,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,82,100,82.0,2305,1567,20,20,100.0,28,29,96.6,34,50,68.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,455,708,64.3,9145,3867,167,218,76.6,205,290,70.7,78,159,49.1,2,1.0,1.3,+1.0,12,49,11,3,51,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,908,1130,80.4,17836,7829,306,339,90.3,484,537,90.1,104,218,47.7,0,0.1,0.2,-0.1,2,81,5,0,91,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,5,8,62.5,78,16,2,3,66.7,1,3,33.3,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,595,733,81.2,11877,4808,238,258,92.2,254,285,89.1,95,159,59.7,1,1.1,1.8,-0.1,16,94,12,6,89,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,111,168,66.1,1660,539,60,77,77.9,36,56,64.3,6,16,37.5,0,0.3,0.4,-0.3,4,14,4,1,21,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,617,818,75.4,10777,5681,293,334,87.7,247,314,78.7,68,129,52.7,1,1.2,1.5,-0.2,18,69,21,13,87,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,298,370,80.5,5846,1724,127,135,94.1,118,138,85.5,46,76,60.5,1,1.3,0.9,-0.3,5,39,6,2,32,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,378,507,74.6,5310,1508,232,265,87.5,104,142,73.2,21,48,43.8,0,2.3,1.9,-2.3,23,34,13,7,59,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,254,324,78.4,4207,1492,122,134,91.0,109,124,87.9,18,48,37.5,1,1.0,0.9,0.0,9,18,13,7,26,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,108,131,82.4,1667,603,63,70,90.0,39,41,95.1,4,11,36.4,0,0.0,0.1,0.0,1,9,4,0,14,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,405,485,83.5,6327,1112,230,258,89.1,139,170,81.8,26,34,76.5,3,2.3,2.1,+0.7,17,31,10,0,52,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,94,136,69.1,1504,477,47,62,75.8,33,47,70.2,11,18,61.1,0,0.3,0.2,-0.3,4,18,2,0,18,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,83,132,62.9,1218,375,49,67,73.1,28,38,73.7,3,9,33.3,0,0.7,0.8,-0.7,2,3,5,2,12,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,668,850,78.6,15850,7455,139,157,88.5,383,435,88.0,143,245,58.4,0,0.3,0.8,-0.3,3,64,7,1,56,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,422,522,80.8,6958,1636,210,230,91.3,155,188,82.4,40,64,62.5,3,2.3,1.4,+0.7,25,47,8,1,70,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,300,348,86.2,6373,2161,73,79,92.4,179,197,90.9,47,66,71.2,0,0.0,0.1,0.0,1,34,1,0,26,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,886,1009,87.8,15617,4300,410,446,91.9,361,392,92.1,93,132,70.5,0,0.2,0.5,-0.2,5,91,7,2,95,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,109,138,79.0,1648,467,66,76,86.8,30,39,76.9,8,11,72.7,3,1.1,0.7,+1.9,11,9,6,0,18,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,15,17,88.2,247,87,9,11,81.8,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,10,13,76.9,142,59,8,9,88.9,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,263,297,88.6,5586,1888,77,82,93.9,139,148,93.9,44,58,75.9,0,0.0,0.0,0.0,0,18,0,0,7,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,173,190,91.1,3211,1040,69,73,94.5,85,93,91.4,18,21,85.7,0,0.1,0.1,-0.1,2,10,0,0,7,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,690,773,89.3,12497,2868,307,332,92.5,301,323,93.2,74,99,74.7,1,0.9,1.3,+0.1,17,81,9,1,73,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,12,15,80.0,160,32,8,8,100.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,3,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,404,551,73.3,8462,3078,142,168,84.5,170,209,81.3,87,153,56.9,2,1.8,2.2,+0.2,20,68,21,8,86,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,229,263,87.1,3557,793,116,127,91.3,86,91,94.5,18,31,58.1,0,0.3,0.4,-0.3,6,25,3,0,30,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,299,458,65.3,4301,1044,167,203,82.3,107,164,65.2,10,30,33.3,1,1.4,1.3,-0.4,15,12,11,6,27,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,933,1268,73.6,17951,6154,384,451,85.1,367,461,79.6,156,284,54.9,2,5.7,5.8,-3.7,80,142,43,6,189,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,19,30,63.3,328,89,11,14,78.6,8,14,57.1,0,2,0.0,0,0.0,0.0,0.0,1,1,1,0,4,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,367,573,64.0,6274,2002,164,229,71.6,140,200,70.0,44,77,57.1,4,3.5,3.7,+0.5,41,43,29,10,57,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,140,188,74.5,1873,587,84,104,80.8,47,58,81.0,2,5,40.0,0,0.8,0.2,-0.8,10,13,5,1,21,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,399,495,80.6,6927,1631,164,194,84.5,194,224,86.6,32,47,68.1,0,0.3,0.6,-0.3,5,28,3,1,42,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,269,339,79.4,3427,841,177,195,90.8,72,93,77.4,6,18,33.3,2,0.8,1.0,+1.2,10,17,11,2,31,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,1056,1241,85.1,22251,7775,267,294,90.8,630,683,92.2,148,238,62.2,0,0.0,0.2,0.0,1,63,2,0,41,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,312,422,73.9,4470,1039,192,232,82.8,100,128,78.1,10,24,41.7,0,0.8,0.8,-0.8,8,24,17,3,42,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,161,198,81.3,2482,656,87,99,87.9,62,74,83.8,8,12,66.7,0,0.6,0.9,-0.6,7,18,4,0,23,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,73,96,76.0,1177,363,37,46,80.4,28,35,80.0,7,9,77.8,0,0.2,0.1,-0.2,2,6,1,0,8,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,1,1,100.0,10,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,551,668,82.5,13249,8148,123,124,99.2,306,308,99.4,119,230,51.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,75,98,76.5,2054,1425,15,15,100.0,32,33,97.0,27,49,55.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,537,730,73.6,17249,12619,76,77,98.7,213,217,98.2,246,433,56.8,0,0.0,0.0,0.0,0,9,0,0,0,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,969,1112,87.1,20894,7507,237,259,91.5,580,629,92.2,145,204,71.1,0,0.3,0.5,-0.3,5,52,1,0,57,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,436,555,78.6,6066,1413,263,293,89.8,145,182,79.7,14,35,40.0,3,3.1,3.3,-0.1,24,15,30,11,55,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,156,217,71.9,2198,576,90,105,85.7,46,65,70.8,7,19,36.8,0,0.4,0.4,-0.4,6,5,4,0,11,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,826,1095,75.4,13861,4865,415,454,91.4,321,430,74.7,76,148,51.4,6,2.4,3.1,+3.6,39,45,43,15,106,Matches,a7f95b1f
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,728,886,82.2,14751,4029,267,319,83.7,319,355,89.9,126,164,76.8,0,0.9,1.6,-0.9,13,103,11,4,90,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,108,131,82.4,2337,907,18,22,81.8,77,84,91.7,13,23,56.5,0,0.0,0.0,0.0,1,14,0,0,4,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,38,51,74.5,577,138,21,26,80.8,12,16,75.0,3,5,60.0,0,0.3,0.4,-0.3,3,1,3,1,5,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,2,3,66.7,27,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,75,91,82.4,1015,76,46,51,90.2,23,26,88.5,1,2,50.0,1,0.8,0.2,+0.2,5,2,1,0,5,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,5,7,71.4,71,34,1,2,50.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,3,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,20,23,87.0,371,100,8,9,88.9,10,11,90.9,2,2,100.0,0,0.0,0.0,0.0,1,3,0,0,8,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,143,218,65.6,2496,558,68,90,75.6,61,83,73.5,14,25,56.0,1,1.1,1.0,-0.1,8,13,5,2,32,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,7,11,63.6,130,32,2,4,50.0,5,5,100.0,0,2,0.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,28,35,80.0,477,148,12,15,80.0,14,16,87.5,2,3,66.7,0,0.0,0.0,0.0,1,2,0,0,3,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,803,1059,75.8,20934,14262,185,185,100.0,379,381,99.5,234,482,48.5,0,0.0,0.1,0.0,1,28,0,0,0,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,89,126,70.6,2692,2098,17,17,100.0,36,36,100.0,35,71,49.3,1,0.4,0.0,+0.6,1,2,0,0,0,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,141,173,81.5,1840,337,88,100,88.0,35,38,92.1,6,11,54.5,1,0.5,0.6,+0.5,6,10,1,0,14,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,299,390,76.7,4932,1061,169,186,90.9,96,129,74.4,27,51,52.9,2,1.3,1.2,+0.7,17,26,15,1,48,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,62,73,84.9,916,292,37,40,92.5,19,22,86.4,5,8,62.5,0,0.1,0.0,-0.1,2,4,0,0,7,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,1642,1948,84.3,22145,7169,1027,1108,92.7,492,576,85.4,51,127,40.2,2,4.0,4.5,-2.0,37,100,37,16,141,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,469,604,77.6,6799,1880,274,303,90.4,131,166,78.9,30,63,47.6,0,1.4,1.4,-1.4,14,45,10,5,38,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,89,101,88.1,1258,152,48,52,92.3,28,32,87.5,6,9,66.7,0,0.3,0.2,-0.3,4,3,3,0,11,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,45,58,77.6,704,308,27,32,84.4,14,17,82.4,4,5,80.0,0,0.1,0.1,-0.1,3,2,2,1,6,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,767,914,83.9,14283,2984,301,348,86.5,364,407,89.4,86,110,78.2,0,1.4,0.8,-1.4,21,80,7,1,102,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,774,934,82.9,11346,2761,427,478,89.3,276,320,86.3,38,56,67.9,2,1.9,1.6,+0.1,31,68,13,1,90,Matches,803d5265
