Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
292,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,18.0,857,109,419,429,17,5,857,3,1,33.3,2,66.7,497,2923,2043,16,3,1,4,0,529,2,Matches,86046c18
293,Hugo,br BRA,DFMF,Goiás,24,1997,7.8,456,38,167,207,87,11,456,2,0,0.0,1,50.0,177,1009,602,11,4,2,17,1,211,33,Matches,bd2593f3
294,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,12.2,764,28,194,367,206,16,764,26,11,42.3,15,57.7,347,2028,1309,40,18,7,22,5,375,49,Matches,de3dc682
295,José Hugo,br BRA,FWMF,Coritiba,22,1999,4.4,181,4,37,71,79,16,181,18,5,27.8,11,61.1,117,873,434,16,5,5,27,10,120,35,Matches,d0f01217
296,Victor Hugo,br BRA,MF,Flamengo,17,2004,13.9,668,26,120,370,188,30,668,36,20,55.6,12,33.3,431,2649,1357,33,25,4,25,18,489,54,Matches,33fca7f7
297,Vitor Hugo,br BRA,FW,Goiás,17,2004,0.0,3,0,0,0,3,0,3,0,0,,0,,3,10,2,0,0,0,0,0,3,1,Matches,217f53a6
298,Hulk,br BRA,FW,Atlético Mineiro,35,1986,23.2,925,15,24,345,573,121,923,88,47,53.4,38,43.2,626,3782,1892,74,46,37,87,63,767,225,Matches,33a1f72e
299,José Hurtado,ec ECU,DF,Bragantino,20,2001,6.6,423,23,103,186,137,6,423,14,8,57.1,6,42.9,221,1608,827,27,20,2,10,2,217,47,Matches,cb067e96
300,Hyoran,br BRA,MF,Bragantino,28,1993,14.2,633,10,54,263,326,43,633,23,6,26.1,15,65.2,400,2589,1209,48,39,8,35,20,416,106,Matches,ffb88c28
301,Igor,br BRA,MFFW,Flamengo,18,2003,0.3,11,2,3,7,1,0,11,0,0,,0,,4,33,2,0,0,0,1,0,5,0,Matches,fb19d550
302,André Inácio,br BRA,FW,Flamengo,19,2002,0.5,21,0,0,6,16,4,21,3,1,33.3,2,66.7,10,58,30,2,1,0,1,1,12,4,Matches,cc77d69c
303,Mauricio Isla,cl CHI,DF,Flamengo,33,1988,3.8,215,6,50,90,77,6,215,2,2,100.0,0,0.0,121,428,218,5,2,2,4,1,136,36,Matches,de4517dd
304,Jadsom,br BRA,MF,Bragantino,20,2001,14.1,876,47,234,559,91,1,876,20,12,60.0,7,35.0,560,2587,1100,3,11,0,15,8,552,8,Matches,92859e80
305,Jadson,br BRA,MF,Juventude,28,1993,29.1,1579,36,359,935,302,16,1579,37,23,62.2,12,32.4,975,3848,1783,22,28,3,34,22,1102,87,Matches,05748af4
306,Jailson,br BRA,GK,América (MG),40,1981,12.0,342,278,341,1,0,0,342,0,0,,0,,173,1057,808,0,0,0,0,1,104,0,Matches,01f7b8c3
307,Jair,br BRA,MF,Atlético Mineiro,27,1994,23.0,1338,23,187,815,349,49,1338,27,15,55.6,9,33.3,728,3254,1673,24,37,4,32,24,921,68,Matches,f3466edc
308,Jandrei,br BRA,GK,São Paulo,28,1993,18.3,722,538,704,18,0,0,722,0,0,,0,,487,2465,1630,0,0,0,0,0,377,0,Matches,85ea4399
309,Vinícius Jaú,br BRA,MF,Avaí,23,1998,0.1,7,0,0,2,5,1,7,3,1,33.3,2,66.7,4,26,15,1,0,0,0,0,4,0,Matches,192d3898
310,Pablo Javier García,uy URU,FW,Coritiba,22,1999,0.1,1,0,1,1,0,0,1,0,0,,0,,1,36,36,0,0,0,0,0,0,0,Matches,895321cd
311,Jean,br BRA,MF,Juventude,27,1994,13.1,603,62,245,289,75,9,603,4,3,75.0,0,0.0,233,896,426,4,11,1,15,6,247,4,Matches,69a34ec0
312,Jefferson,br BRA,DF,Atl Goianiense,25,1997,25.3,1748,99,647,776,350,20,1748,23,11,47.8,12,52.2,941,4301,2511,52,28,2,26,8,1083,102,Matches,9df5f945
313,Jefferson,br BRA,FW,Botafogo (RJ),22,1999,17.8,846,7,87,360,423,63,846,142,74,52.1,60,42.3,570,4150,2273,79,58,30,67,30,576,129,Matches,45cce300
314,Jemerson,br BRA,DF,Atlético Mineiro,29,1992,11.1,663,58,324,334,9,3,663,0,0,,0,,392,2183,1096,8,3,0,5,0,446,1,Matches,7cab69b5
315,Jenison,br BRA,FW,Cuiabá,30,1991,3.6,125,5,11,62,52,11,125,2,1,50.0,1,50.0,62,338,102,4,1,0,15,5,91,14,Matches,767e6b7f
316,Alexandre Jesus,br BRA,MFDF,Fluminense,20,2001,0.7,50,1,7,15,30,7,50,6,1,16.7,5,83.3,29,284,186,7,3,4,1,2,26,11,Matches,25a323f3
317,Jô,br BRA,FW,Ceará,34,1987,8.7,254,17,27,114,114,43,253,3,3,100.0,0,0.0,129,562,125,5,8,1,16,6,187,55,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,2.2,74,7,10,31,33,6,74,1,1,100.0,0,0.0,35,100,25,0,0,0,3,4,63,12,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,23.9,1285,210,675,546,75,35,1285,12,6,50.0,5,41.7,632,3509,1840,9,14,3,15,3,654,6,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1.0,31,29,31,0,0,0,31,0,0,,0,,13,50,21,0,0,0,0,0,9,0,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,0.3,14,0,1,6,7,0,14,0,0,,0,,11,72,30,1,1,0,0,0,12,2,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,23.0,1625,96,490,853,315,6,1625,49,25,51.0,22,44.9,833,3919,2230,31,28,2,14,14,938,63,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,0.5,42,0,6,32,4,0,42,0,0,,0,,30,77,50,0,1,0,2,0,30,0,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,5.2,325,14,88,150,87,3,325,12,7,58.3,5,41.7,146,759,335,8,12,1,7,2,171,22,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,18.2,1127,33,149,553,443,68,1127,56,36,64.3,20,35.7,685,4064,1922,49,52,10,36,17,792,93,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,9.2,423,6,60,196,173,36,423,23,15,65.2,8,34.8,255,1430,500,6,8,1,39,19,277,50,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),35,1986,0.2,15,0,3,9,3,0,15,1,0,0.0,1,100.0,9,36,16,0,1,0,0,0,13,0,Matches,2cc16e46
328,Juninho,br BRA,MF,América (MG),34,1987,34.5,1547,77,297,762,526,97,1547,76,40,52.6,30,39.5,817,4521,2307,67,57,11,71,39,941,168,Matches,7d10ca2e
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,5.5,198,6,31,91,82,18,198,20,10,50.0,8,40.0,104,736,315,10,9,2,23,8,111,30,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,7.0,331,17,54,215,70,7,331,11,8,72.7,3,27.3,186,1278,650,8,11,0,10,3,189,15,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1.0,48,4,29,19,0,0,48,0,0,,0,,30,125,70,0,0,0,0,0,33,0,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,24.0,1176,80,314,690,184,22,1176,19,8,42.1,10,52.6,517,2673,1331,18,12,2,19,9,614,20,Matches,33ed689d
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,16.1,903,129,484,399,22,13,903,5,5,100.0,0,0.0,524,2201,1073,1,2,0,3,5,586,0,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,2.9,68,2,3,28,38,20,68,0,0,,0,,38,115,23,0,0,0,6,2,59,22,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,0.3,9,1,1,5,4,1,9,0,0,,0,,4,23,21,1,1,0,2,0,5,0,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,0.3,9,0,2,1,6,2,9,0,0,,0,,6,63,9,1,0,0,0,2,7,4,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,3.1,160,2,23,104,33,3,160,14,10,71.4,4,28.6,87,545,261,6,3,1,10,4,96,3,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,1.8,51,1,7,25,21,6,51,6,4,66.7,2,33.3,27,216,79,2,2,2,2,0,25,7,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,0.0,7,0,1,5,1,0,7,0,0,,0,,5,26,8,0,0,0,0,0,5,0,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15.0,396,356,396,0,0,0,396,0,0,,0,,164,1080,802,0,0,0,0,0,93,0,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,20.0,979,225,679,281,22,16,979,1,0,0.0,1,100.0,498,2235,1203,2,2,0,6,2,621,0,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,0.5,10,0,2,8,0,0,10,0,0,,0,,5,25,9,0,0,0,0,2,8,0,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,3.4,228,4,17,74,140,16,228,18,8,44.4,8,44.4,150,1237,619,24,17,7,9,7,166,38,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,0.6,43,1,3,26,14,0,43,1,0,0.0,1,100.0,20,74,29,0,3,0,1,0,31,3,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,1.6,58,0,2,13,43,15,58,10,3,30.0,6,60.0,30,98,24,0,3,0,8,3,38,15,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,20.6,1009,9,79,352,595,78,1009,110,51,46.4,52,47.3,637,4593,2692,95,69,32,52,32,740,221,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,29.2,2222,127,667,996,583,21,2221,31,14,45.2,15,48.4,1000,4624,2360,36,31,2,25,9,1172,95,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,23.4,1385,85,400,565,436,13,1384,36,13,36.1,21,58.3,649,3409,1875,39,34,6,33,8,676,111,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,6.0,376,69,204,156,17,9,376,0,0,,0,,213,1203,644,5,3,1,2,0,248,0,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,1.0,24,9,20,4,0,0,24,0,0,,0,,5,15,9,0,0,0,0,0,7,0,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,3.3,149,15,78,68,4,2,149,1,1,100.0,0,0.0,91,451,184,0,0,0,0,0,89,1,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,20.0,1039,162,522,489,37,18,1039,6,4,66.7,2,33.3,582,3157,1746,9,12,1,10,4,604,4,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,339,18,87,168,86,7,339,7,4,57.1,3,42.9,151,738,426,10,8,0,4,3,192,21,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,191,8,69,94,28,2,191,7,2,28.6,4,57.1,103,383,214,4,2,1,3,3,113,5,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,444,5,43,163,249,46,444,30,18,60.0,12,40.0,280,1732,941,31,29,12,22,15,358,103,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,42,4,14,24,4,1,42,0,0,,0,,28,128,64,0,0,0,0,0,25,1,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,82,2,12,60,11,0,82,1,1,100.0,0,0.0,51,202,83,2,1,0,0,3,51,3,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,493,30,110,291,100,5,493,14,6,42.9,8,57.1,278,1294,594,9,10,1,27,9,299,28,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,688,34,48,285,363,139,686,45,21,46.7,21,46.7,407,1991,861,36,23,14,81,27,523,165,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,27,0,2,12,14,2,27,1,1,100.0,0,0.0,20,122,37,0,0,0,2,2,23,8,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,1184,22,159,645,392,43,1182,54,29,53.7,20,37.0,684,3760,1691,47,26,8,39,40,815,101,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,124,0,13,67,44,13,124,4,1,25.0,3,75.0,67,304,159,6,4,4,9,4,93,20,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,97,2,16,33,49,6,97,4,3,75.0,1,25.0,54,251,141,2,5,0,4,5,65,17,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,752,6,76,366,315,30,752,18,10,55.6,7,38.9,420,2438,1038,31,17,6,26,12,526,97,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,588,28,146,366,82,12,588,6,2,33.3,4,66.7,325,1334,624,4,9,0,9,3,380,10,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,365,16,87,243,39,4,365,10,7,70.0,3,30.0,181,953,536,11,6,1,12,5,234,7,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,195,36,113,73,9,4,195,1,1,100.0,0,0.0,116,612,308,0,0,0,4,3,118,1,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,119,112,119,0,0,0,119,0,0,,0,,51,273,165,0,0,0,0,0,35,0,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,756,79,323,411,31,5,756,4,4,100.0,0,0.0,528,3510,2396,20,17,1,6,3,506,1,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,180,6,13,80,90,36,180,8,5,62.5,3,37.5,86,418,180,7,5,5,16,3,121,27,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,63,3,19,38,10,0,63,1,1,100.0,0,0.0,33,131,89,2,1,0,0,0,29,0,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,549,111,294,233,28,10,549,2,1,50.0,1,50.0,250,1155,605,2,5,0,5,0,302,6,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,123,2,34,70,19,0,123,0,0,,0,,72,339,157,4,1,0,2,0,92,1,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,30,0,5,16,9,0,30,3,2,66.7,1,33.3,14,65,34,0,0,0,1,0,17,4,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,45,35,45,0,0,0,45,0,0,,0,,21,116,45,0,0,0,0,0,18,0,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,1147,42,256,521,388,15,1147,49,19,38.8,29,59.2,611,3858,2192,51,27,4,26,21,644,108,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,1951,97,573,905,501,35,1951,82,37,45.1,38,46.3,1119,6265,3166,74,52,12,38,36,1218,115,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,1391,66,434,603,368,24,1391,24,6,25.0,16,66.7,650,3867,2227,52,40,3,20,12,665,92,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,972,14,89,515,377,81,969,37,26,70.3,10,27.0,585,3170,1329,36,30,4,37,20,773,123,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,656,8,99,261,306,61,656,48,17,35.4,25,52.1,418,2129,844,25,11,13,47,22,465,129,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,632,21,112,344,183,7,632,8,5,62.5,3,37.5,434,2262,1361,22,31,0,7,4,462,44,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,1088,51,285,588,223,3,1088,15,6,40.0,9,60.0,611,3906,2253,35,26,0,18,9,656,33,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,1158,115,432,663,69,20,1158,4,2,50.0,1,25.0,775,4088,2672,15,16,0,7,4,851,6,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,646,86,309,330,12,5,646,3,1,33.3,1,33.3,354,1844,1169,6,1,0,4,0,406,0,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,40,40,40,0,0,0,40,1,1,100.0,0,0.0,26,104,73,0,0,0,0,0,17,0,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,1263,97,372,623,272,35,1263,7,1,14.3,4,57.1,576,2480,1291,26,22,3,17,3,700,93,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,1001,84,351,414,249,23,1001,45,16,35.6,23,51.1,426,2647,1339,36,30,2,36,9,450,71,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,8,0,0,3,5,1,8,0,0,,0,,7,73,43,0,1,0,0,0,7,1,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,,,,,,,,,,,,,,,,,,,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,1602,64,376,998,244,6,1602,14,9,64.3,5,35.7,999,3896,1702,13,28,1,26,10,1108,11,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,1323,46,291,811,233,7,1323,18,9,50.0,8,44.4,750,2932,1305,13,12,0,22,9,898,25,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,1276,204,638,584,65,24,1276,4,3,75.0,1,25.0,705,3549,2274,13,17,0,6,3,766,2,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,487,76,271,204,15,9,485,3,2,66.7,1,33.3,258,1824,1298,7,6,0,6,2,276,2,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,27,0,9,12,6,0,27,0,0,,0,,14,43,22,1,0,0,0,0,15,0,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,1093,21,147,408,560,122,1091,69,38,55.1,26,37.7,672,4891,2629,92,60,32,70,25,750,217,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,1915,213,826,1011,91,31,1915,8,3,37.5,4,50.0,1242,6803,4214,24,11,1,16,6,1380,11,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,540,9,97,253,199,26,540,34,18,52.9,16,47.1,333,2168,1036,21,17,9,32,10,369,71,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,652,39,175,296,187,12,652,25,12,48.0,9,36.0,320,2262,1173,34,31,3,17,13,317,57,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,,,,,,,,,,,,,,,,,,,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,749,75,239,429,87,3,749,8,4,50.0,4,50.0,405,2356,1218,13,14,1,17,3,443,9,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,74,4,24,41,10,0,74,0,0,,0,,30,181,63,1,3,0,0,1,44,0,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,1287,56,331,585,390,14,1287,19,9,47.4,8,42.1,623,3252,1775,34,22,4,19,5,626,65,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,1284,232,696,550,53,29,1284,14,9,64.3,5,35.7,622,3745,1953,4,7,0,15,6,648,7,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,294,3,24,125,146,22,294,12,6,50.0,6,50.0,190,1025,445,16,7,6,20,8,219,53,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,1361,34,311,759,304,5,1361,15,6,40.0,7,46.7,696,3266,1638,35,32,0,14,5,800,75,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,714,8,78,217,441,51,713,62,27,43.5,24,38.7,472,3503,1942,65,34,20,37,23,490,168,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,628,6,54,331,251,54,628,44,19,43.2,24,54.5,360,1799,638,16,21,3,52,30,470,90,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,1439,103,426,641,395,13,1439,31,17,54.8,10,32.3,710,4815,2709,65,46,2,26,19,714,94,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,158,18,47,67,45,5,158,0,0,,0,,71,444,252,6,4,0,4,2,86,13,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,198,6,48,106,46,3,198,3,1,33.3,2,66.7,111,530,187,2,2,0,13,7,114,12,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,101,0,5,54,42,5,101,2,1,50.0,1,50.0,67,418,155,6,9,1,0,5,80,10,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,435,8,45,139,257,45,435,38,17,44.7,21,55.3,303,2333,1171,49,18,23,36,21,331,105,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,16,3,9,7,0,0,16,0,0,,0,,4,10,2,0,0,0,0,0,6,0,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,15,0,2,4,9,0,15,0,0,,0,,12,87,79,3,3,0,0,0,11,4,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,114,2,22,46,49,3,114,15,7,46.7,8,53.3,78,474,219,6,5,2,4,7,76,15,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,140,4,20,55,66,9,140,13,4,30.8,8,61.5,83,582,312,12,6,1,5,2,91,15,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,1582,93,418,803,374,58,1582,49,26,53.1,21,42.9,988,5312,3162,42,47,2,27,30,1202,64,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,296,5,17,104,177,65,296,13,5,38.5,8,61.5,155,634,272,8,5,5,29,14,202,61,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,922,22,131,298,502,86,922,86,34,39.5,43,50.0,649,3884,1790,62,26,31,39,44,738,175,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,466,26,128,284,58,1,466,2,2,100.0,0,0.0,258,1045,616,4,8,1,11,3,342,3,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,134,5,10,65,63,27,134,11,5,45.5,5,45.5,71,349,197,5,2,1,14,11,86,22,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,64,6,9,23,33,9,64,3,1,33.3,2,66.7,37,141,27,2,0,1,5,2,47,19,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,597,63,234,267,101,10,597,7,3,42.9,4,57.1,289,1248,646,9,6,0,6,7,319,26,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,776,12,85,319,388,43,776,61,29,47.5,22,36.1,515,3197,1583,40,28,12,40,27,536,125,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,1617,69,421,733,482,45,1617,31,16,51.6,12,38.7,886,4016,1903,43,32,6,28,7,1037,153,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,82,7,30,42,10,0,82,1,0,0.0,1,100.0,31,161,68,2,2,0,2,0,33,4,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,867,9,89,359,432,67,867,32,14,43.8,15,46.9,530,2893,1443,45,25,10,25,12,637,145,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,589,14,81,389,124,8,589,6,4,66.7,2,33.3,311,1125,584,8,11,0,10,1,427,23,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,1080,46,315,486,289,36,1080,25,15,60.0,9,36.0,575,3081,1599,34,22,7,19,4,652,114,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,293,18,72,154,67,8,293,1,0,0.0,1,100.0,152,630,335,9,4,0,2,0,209,12,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,543,56,201,318,27,4,543,3,3,100.0,0,0.0,321,1458,887,2,3,0,4,2,364,1,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,91,1,25,50,18,1,91,4,4,100.0,0,0.0,55,256,111,1,3,0,5,0,61,0,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,275,20,76,130,71,8,275,12,5,41.7,5,41.7,129,720,470,9,5,2,9,4,127,16,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,965,139,567,375,31,17,965,2,0,0.0,2,100.0,525,2354,1257,8,3,0,13,2,600,1,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,268,51,153,105,13,5,268,2,0,0.0,2,100.0,154,549,247,2,2,0,3,1,158,1,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,843,64,339,419,89,10,843,6,4,66.7,1,16.7,430,1856,1003,4,4,0,5,5,501,8,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,999,11,92,363,570,120,997,97,44,45.4,47,48.5,744,4640,2518,80,57,38,61,52,798,242,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,821,120,460,344,18,10,821,1,0,0.0,1,100.0,464,2170,1149,0,2,0,1,1,563,0,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,765,24,122,450,202,12,765,19,8,42.1,10,52.6,466,2921,1547,25,28,1,17,10,548,39,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,1230,179,600,598,37,13,1230,6,0,0.0,3,50.0,757,3638,2104,13,6,1,5,0,813,3,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,6,0,3,0,3,0,6,1,0,0.0,1,100.0,5,11,0,0,0,0,0,1,5,1,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,63,0,2,27,34,10,63,5,3,60.0,2,40.0,42,207,53,0,0,2,6,1,51,17,Matches,307224a2
