Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
225,Flávio,br BRA,MF,América (MG),21,2000,0.3,0,1,0,0.0,3.46,0.00,0.00,,34.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,f0367bfd
226,Rafael Forster,br BRA,DF,Juventude,31,1990,18.1,0,11,4,36.4,0.61,0.22,0.00,0.00,25.0,4,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,eb3f56e5
227,Matheus França,br BRA,FWMF,Flamengo,17,2004,7.5,4,24,7,29.2,3.21,0.94,0.17,0.57,14.9,0,0,0,3.2,3.2,0.13,+0.8,+0.8,Matches,077faf72
228,Fred,br BRA,FWMF,Fluminense,38,1983,1.4,1,8,2,25.0,5.58,1.40,0.13,0.50,18.7,1,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,acaeba74
229,Marlon Freitas,br BRA,MF,Atl Goianiense,26,1995,27.5,4,31,6,19.4,1.13,0.22,0.10,0.50,25.5,0,1,2,3.3,1.8,0.06,+0.7,+1.2,Matches,ae3181de
230,Douglas Friedrich,br BRA,GK,Avaí,33,1988,10.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8789242d
231,Gabriel,br BRA,MF,São Paulo,22,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,135d500d
232,Gabriel,br BRA,MF,Internacional,29,1992,23.8,0,11,1,9.1,0.46,0.04,0.00,0.00,26.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,e9c0d5d8
233,Gabriel,br BRA,GK,Coritiba,29,1992,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f93ed0df
234,Gabriel,br BRA,MF,Botafogo (RJ),28,1993,8.3,2,16,5,31.3,1.93,0.60,0.13,0.40,24.5,4,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches,0d10333c
235,Eduardo Gabriel,br BRA,DF,Santos,25,1996,33.0,1,19,6,31.6,0.58,0.18,0.05,0.17,10.6,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches,aed65960
236,Luiz Gabriel,br BRA,FWMF,Coritiba,19,2002,1.1,0,1,0,0.0,0.89,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,f9c619e0
237,Marquinhos Gabriel,br BRA,MFFW,Goiás,31,1990,8.4,1,10,4,40.0,1.19,0.48,0.10,0.25,21.8,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,fcd113c4
238,Vitor Gabriel,br BRA,FWMF,Juventude,22,2000,8.6,2,32,11,34.4,3.72,1.28,0.06,0.18,17.0,0,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches,094c2abd
239,Matías Galarza,py PAR,MF,Coritiba,19,2002,6.7,0,14,1,7.1,2.09,0.15,0.00,0.00,26.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,8e97a57b
240,Matheus Galdezani,br BRA,MF,Avaí,29,1992,3.2,0,3,0,0.0,0.92,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,5042eb90
241,Thiago Galhardo,br BRA,FWMF,Fortaleza,32,1989,15.0,7,38,19,50.0,2.54,1.27,0.18,0.37,16.7,0,0,1,5.5,4.8,0.13,+1.5,+2.2,Matches,766f48dd
242,Giuliano Galoppo,ar ARG,MF,São Paulo,22,1999,7.9,1,21,7,33.3,2.66,0.89,0.05,0.14,13.9,1,0,0,2.2,2.2,0.10,-1.2,-1.2,Matches,a8eeadaf
243,Léo Gamalho,br BRA,FW,Coritiba,36,1986,18.4,8,35,15,42.9,1.90,0.81,0.17,0.40,12.7,1,2,2,7.1,6.0,0.17,+0.9,0.0,Matches,f73056ee
244,Ganso,br BRA,MFFW,Fluminense,32,1989,27.5,5,20,5,25.0,0.73,0.18,0.10,0.40,24.4,6,3,3,3.9,1.5,0.08,+1.1,+0.5,Matches,23593121
245,García,br BRA,DFMF,Palmeiras,20,2002,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,45d071f4
246,Bryan García,ec ECU,MF,Atl Paranaense,21,2001,3.1,0,6,0,0.0,1.96,0.00,0.00,,32.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,7b66d351
247,Luan Garcia,br BRA,DF,Palmeiras,28,1993,13.6,0,6,0,0.0,0.44,0.00,0.00,,11.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,6ebe6cc1
248,Gaspar,br BRA,FW,Avaí,19,2002,0.4,0,4,1,25.0,9.00,2.25,0.00,0.00,21.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,996af9a5
